# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PAU11	YGL261C	YGL261C	protein_coding	0	0	0	63	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	53
PAU12	YGR294W	YGR294W	protein_coding	0	0	0	14	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9
PAU13	YHL046C	YHL046C	protein_coding	0	0	0	49	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	48
PAU15	YIR041W	YIR041W	protein_coding	0	0	0	53	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	47
PAU16	YKL224C	YKL224C	protein_coding	0	0	0	25	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	22
PAU17	YLL025W	YLL025W	protein_coding	0	0	0	65	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	44
PAU18	YLL064C	YLL064C	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PAU19	YMR325W	YMR325W	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PAU2	YEL049W	YEL049W	protein_coding	0	0	2	17	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	13
PAU20	YOL161C	YOL161C	protein_coding	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
PAU21	YOR394W	YOR394W	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PAU22	YPL282C	YPL282C	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAU23	YLR037C	YLR037C	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PAU24	YBR301W	YBR301W	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PAU3	YCR104W	YCR104W	protein_coding	0	0	0	22	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	13
PAU4	YLR461W	YLR461W	protein_coding	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10
PAU5	YFL020C	YFL020C	protein_coding	0	0	0	99	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	60
PAU6	YNR076W	YNR076W	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7
PAU7	YAR020C	YAR020C	protein_coding	1	0	0	80	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	1	0	0	52
PAU8	YAL068C	YAL068C	protein_coding	0	0	0	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5
PAU9	YBL108C-A	YBL108C-A	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6
PBA1	YLR199C	YLR199C	protein_coding	0	3	1	20	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	3	10
PBI1	YPL272C	YPL272C	protein_coding	0	0	1	21	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	5
PBI2	YNL015W	YNL015W	protein_coding	0	0	0	26	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	21
PBN1	YCL052C	YCL052C	protein_coding	0	1	1	11	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1	5
PBP1	YGR178C	YGR178C	protein_coding	0	11	5	43	0	0	0	0	9	0	0	0	5	0	0	0	0	0	0	0	0	11	34
PBP2	YBR233W	YBR233W	protein_coding	0	2	0	67	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	2	40
PBP4	YDL053C	YDL053C	protein_coding	0	2	1	19	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	2	13
PBS2	YJL128C	YJL128C	protein_coding	0	1	0	17	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	9
PBY1	YBR094W	YBR094W	protein_coding	0	6	0	30	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	6	14
PCA1	YBR295W	YBR295W	protein_coding	0	0	1	18	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	7
PCC1	YKR095W-A	YKR095W-A	protein_coding	0	0	0	51	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	27
PCD1	YLR151C	YLR151C	protein_coding	0	1	0	23	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	20
PCF11	YDR228C	YDR228C	protein_coding	0	1	1	9	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	8
PCH2	YBR186W	YBR186W	protein_coding	0	4	6	67	0	0	0	0	35	0	0	2	6	0	0	0	0	0	0	0	0	4	30
PCI8	YIL071C	YIL071C	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PCK1	YKR097W	YKR097W	protein_coding	0	9	0	40	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	9	24
PCL1	YNL289W	YNL289W	protein_coding	0	2	0	27	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	2	10
PCL10	YGL134W	YGL134W	protein_coding	0	4	1	9	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	4	2
PCL2	YDL127W	YDL127W	protein_coding	0	3	1	77	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	3	40
PCL5	YHR071W	YHR071W	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PCL6	YER059W	YER059W	protein_coding	0	1	2	48	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	1	43
PCL7	YIL050W	YIL050W	protein_coding	0	3	1	77	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	3	43
PCL8	YPL219W	YPL219W	protein_coding	0	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	11
PCL9	YDL179W	YDL179W	protein_coding	0	1	0	29	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	12
PCM1	YEL058W	YEL058W	protein_coding	0	8	4	82	0	0	0	0	49	0	0	0	4	0	0	0	0	0	0	0	0	8	33
PCP1	YGR101W	YGR101W	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PCS60	YBR222C	YBR222C	protein_coding	0	6	1	51	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	6	29
PCT1	YGR202C	YGR202C	protein_coding	0	0	2	50	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	0	0	27
PDA1	YER178W	YER178W	protein_coding	0	4	0	58	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	4	10
PDB1	YBR221C	YBR221C	protein_coding	0	1	1	46	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	1	24
PDC1	YLR044C	YLR044C	protein_coding	0	0	0	47	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	40
PDC2	YDR081C	YDR081C	protein_coding	0	5	3	29	0	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	0	5	8
PDC5	YLR134W	YLR134W	protein_coding	0	1	1	7	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	3
PDC6	YGR087C	YGR087C	protein_coding	0	2	1	19	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	2	11
PDE1	YGL248W	YGL248W	protein_coding	0	0	1	6	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5
PDE2	YOR360C	YOR360C	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PDH1	YPR002W	YPR002W	protein_coding	0	1	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	7
PDI1	YCL043C	YCL043C	protein_coding	0	6	0	23	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	17
PDP3	YLR455W	YLR455W	protein_coding	0	3	2	74	0	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	0	3	37
PDR1	YGL013C	YGL013C	protein_coding	0	6	1	40	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	6	23
PDR10	YOR328W	YOR328W	protein_coding	0	3	1	12	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	3	7
PDR11	YIL013C	YIL013C	protein_coding	0	7	2	63	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	7	46
PDR12	YPL058C	YPL058C	protein_coding	0	9	5	54	0	0	0	0	26	0	0	0	5	0	0	0	0	0	0	0	0	9	28
PDR15	YDR406W	YDR406W	protein_coding	0	1	6	36	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	1	31
PDR16	YNL231C	YNL231C	protein_coding	0	1	0	49	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	1	10
PDR17	YNL264C	YNL264C	protein_coding	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
PDR18	YNR070W	YNR070W	protein_coding	1	0	2	12	0	0	0	0	6	1	0	0	2	0	0	0	0	0	0	0	0	0	6
PDR3	YBL005W	YBL005W	protein_coding	0	11	3	33	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	11	27
PDR5	YOR153W	YOR153W	protein_coding	0	16	5	56	0	0	0	0	22	0	0	0	5	0	0	0	0	0	0	0	0	16	34
PDR8	YLR266C	YLR266C	protein_coding	0	7	8	84	0	0	0	0	50	0	0	0	8	0	0	0	0	0	0	0	0	7	34
PDS1	YDR113C	YDR113C	protein_coding	0	0	3	10	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	3
PDS5	YMR076C	YMR076C	protein_coding	0	0	2	10	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	3
PDX1	YGR193C	YGR193C	protein_coding	0	4	4	68	0	0	0	0	44	0	0	0	4	0	0	0	0	0	0	0	0	4	24
PDX3	YBR035C	YBR035C	protein_coding	0	0	0	23	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	7
PEA2	YER149C	YER149C	protein_coding	0	0	0	22	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	13
PEF1	YGR058W	YGR058W	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PEP1	YBL017C	YBL017C	protein_coding	0	14	16	80	0	0	0	0	53	0	0	0	16	0	0	0	0	0	0	0	0	14	27
PEP12	YOR036W	YOR036W	protein_coding	0	0	0	20	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	12
PEP3	YLR148W	YLR148W	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PEP4	YPL154C	YPL154C	protein_coding	0	0	0	25	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	10
PEP5	YMR231W	YMR231W	protein_coding	0	1	1	12	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1	6
PEP7	YDR323C	YDR323C	protein_coding	0	2	6	24	0	0	0	0	19	0	0	0	6	0	0	0	0	0	0	0	0	2	5
PEP8	YJL053W	YJL053W	protein_coding	0	6	2	70	0	0	0	0	43	0	0	0	2	0	0	0	0	0	0	0	0	6	27
PER1	YCR044C	YCR044C	protein_coding	0	0	1	8	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	5
PER33	YLR064W	YLR064W	protein_coding	0	3	0	44	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3	26
PES4	YFR023W	YFR023W	protein_coding	0	1	1	39	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	1	31
PET10	YKR046C	YKR046C	protein_coding	0	2	0	55	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	2	28
PET100	YDR079W	YDR079W	protein_coding	0	0	0	53	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	32
PET111	YMR257C	YMR257C	protein_coding	0	1	1	13	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	1	5
PET112	YBL080C	YBL080C	protein_coding	0	7	5	29	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	7	23
PET117	YER058W	YER058W	protein_coding	0	1	1	51	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	1	36
PET122	YER153C	YER153C	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6
PET123	YOR158W	YOR158W	protein_coding	0	2	0	27	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	17
PET127	YOR017W	YOR017W	protein_coding	0	4	5	56	0	0	0	0	31	0	0	0	5	0	0	0	0	0	0	0	0	4	25
PET130	YJL023C	YJL023C	protein_coding	0	1	2	34	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	1	19
PET18	YCR020C	YCR020C	protein_coding	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6
PET191	YJR034W	YJR034W	protein_coding	0	0	0	51	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	19
PET20	YPL159C	YPL159C	protein_coding	0	0	0	27	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	21
PET309	YLR067C	YLR067C	protein_coding	0	6	3	48	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	6	22
PET494	YNR045W	YNR045W	protein_coding	0	2	4	39	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	2	27
PET54	YGR222W	YGR222W	protein_coding	0	4	1	30	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	4	18
PET8	YNL003C	YNL003C	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
PET9	YBL030C	YBL030C	protein_coding	0	6	4	66	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	0	6	41
PEX1	YKL197C	YKL197C	protein_coding	0	1	1	43	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	1	36
PEX10	YDR265W	YDR265W	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PEX11	YOL147C	YOL147C	protein_coding	0	4	0	90	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	4	38
PEX12	YMR026C	YMR026C	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5
PEX13	YLR191W	YLR191W	protein_coding	0	0	1	14	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	12
PEX14	YGL153W	YGL153W	protein_coding	0	5	0	55	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	5	35
PEX15	YOL044W	YOL044W	protein_coding	0	7	4	42	0	0	0	0	21	0	0	0	4	0	0	0	0	0	0	0	0	7	21
PEX17	YNL214W	YNL214W	protein_coding	0	2	1	16	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	2	9
PEX18	YHR160C	YHR160C	protein_coding	0	0	1	12	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	9
PEX19	YDL065C	YDL065C	protein_coding	0	0	3	4	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	2
PEX2	YJL210W	YJL210W	protein_coding	0	1	1	66	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	1	43
PEX21	YGR239C	YGR239C	protein_coding	0	0	1	22	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	14
PEX22	YAL055W	YAL055W	protein_coding	0	6	3	80	0	0	0	0	31	0	0	0	3	0	0	0	0	0	0	0	0	6	49
PEX25	YPL112C	YPL112C	protein_coding	0	4	0	24	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	15
PEX27	YOR193W	YOR193W	protein_coding	0	0	3	5	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1
PEX28	YHR150W	YHR150W	protein_coding	0	3	2	49	0	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	0	3	24
PEX29	YDR479C	YDR479C	protein_coding	0	4	0	41	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	4	9
PEX3	YDR329C	YDR329C	protein_coding	0	0	1	8	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	5
PEX30	YLR324W	YLR324W	protein_coding	0	2	3	27	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	2	11
PEX31	YGR004W	YGR004W	protein_coding	0	5	2	40	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	5	26
PEX32	YBR168W	YBR168W	protein_coding	0	1	4	73	0	0	0	0	33	0	0	0	4	0	0	0	0	0	0	0	0	1	40
PEX34	YCL056C	YCL056C	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PEX4	YGR133W	YGR133W	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PEX5	YDR244W	YDR244W	protein_coding	0	0	1	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3
PEX6	YNL329C	YNL329C	protein_coding	0	19	10	99	0	0	0	0	37	0	0	0	10	0	0	0	0	0	0	0	0	19	62
PEX7	YDR142C	YDR142C	protein_coding	0	1	2	36	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	1	23
PEX8	YGR077C	YGR077C	protein_coding	0	0	2	13	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	6
PFA3	YNL326C	YNL326C	protein_coding	0	3	7	101	0	0	0	0	58	0	0	0	7	0	0	0	0	0	0	0	0	3	43
PFA4	YOL003C	YOL003C	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PFA5	YDR459C	YDR459C	protein_coding	0	0	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	8
PFD1	YJL179W	YJL179W	protein_coding	0	3	0	70	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	3	39
PFF1	YBR074W	YBR074W	protein_coding	0	8	10	71	0	0	0	0	39	0	0	0	10	0	0	0	0	0	0	0	0	8	32
PFK1	YGR240C	YGR240C	protein_coding	0	8	0	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8	8
PFK2	YMR205C	YMR205C	protein_coding	0	3	2	14	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	3	7
PFK26	YIL107C	YIL107C	protein_coding	0	0	4	6	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	3
PFK27	YOL136C	YOL136C	protein_coding	0	4	0	57	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	4	35
PFS1	YHR185C	YHR185C	protein_coding	1	0	0	9	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	1	0	0	2
PFS2	YNL317W	YNL317W	protein_coding	0	8	1	70	0	0	0	0	42	0	0	0	1	0	0	0	0	0	0	0	0	8	28
PFY1	YOR122C	YOR122C	protein_coding	0	0	1	22	0	0	0	0	7	0	0	1	1	0	0	0	0	0	0	0	0	0	14
PGA1	YNL158W	YNL158W	protein_coding	0	1	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	9
PGA2	YNL149C	YNL149C	protein_coding	0	1	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	4
PGA3	YML125C	YML125C	protein_coding	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9
PGC1	YPL206C	YPL206C	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
PGD1	YGL025C	YGL025C	protein_coding	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4
PGI1	YBR196C	YBR196C	protein_coding	0	10	0	77	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	10	43
PGK1	YCR012W	YCR012W	protein_coding	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7
PGM1	YKL127W	YKL127W	protein_coding	0	7	2	41	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	0	7	18
PGM2	YMR105C	YMR105C	protein_coding	0	0	0	40	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	38
PGS1	YCL004W	YCL004W	protein_coding	0	0	1	9	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	6
PGU1	YJR153W	YJR153W	protein_coding	0	0	1	27	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	16
PHA2	YNL316C	YNL316C	protein_coding	0	2	8	72	0	0	0	0	30	0	0	0	8	0	0	0	0	0	0	0	0	2	42
PHB1	YGR132C	YGR132C	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHB2	YGR231C	YGR231C	protein_coding	0	1	0	79	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	56
PHD1	YKL043W	YKL043W	protein_coding	0	1	1	37	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	32
PHM6	YDR281C	YDR281C	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PHM7	YOL084W	YOL084W	protein_coding	0	18	8	111	0	0	0	0	76	0	0	0	8	0	0	0	0	0	0	0	0	18	35
PHM8	YER037W	YER037W	protein_coding	0	2	0	28	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	17
PHO11	YAR071W	YAR071W	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PHO12	YHR215W	YHR215W	protein_coding	0	0	1	19	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PHO13	YDL236W	YDL236W	protein_coding	0	0	1	7	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
PHO2	YDL106C	YDL106C	protein_coding	0	3	2	73	0	0	1	0	35	0	0	0	1	0	0	0	0	0	0	0	0	3	38
PHO23	YNL097C	YNL097C	protein_coding	0	1	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	12
PHO3	YBR092C	YBR092C	protein_coding	0	3	0	32	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	16
PHO4	YFR034C	YFR034C	protein_coding	0	2	1	45	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2	42
PHO5	YBR093C	YBR093C	protein_coding	0	4	0	25	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	16
PHO8	YDR481C	YDR481C	protein_coding	0	1	1	16	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	1	0
PHO80	YOL001W	YOL001W	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PHO81	YGR233C	YGR233C	protein_coding	0	24	10	50	0	0	0	0	26	0	0	0	10	0	0	0	0	0	0	0	0	24	24
PHO84	YML123C	YML123C	protein_coding	0	2	2	17	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	15
PHO85	YPL031C	YPL031C	protein_coding	0	1	1	48	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	1	14
PHO86	YJL117W	YJL117W	protein_coding	0	4	0	45	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	4	21
PHO87	YCR037C	YCR037C	protein_coding	0	3	1	17	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	3	10
PHO88	YBR106W	YBR106W	protein_coding	0	1	0	32	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	11
PHO89	YBR296C	YBR296C	protein_coding	0	0	0	23	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	20
PHO90	YJL198W	YJL198W	protein_coding	0	14	6	55	0	0	0	0	21	0	0	0	6	0	0	0	0	0	0	0	0	14	34
PHO91	YNR013C	YNR013C	protein_coding	0	0	1	14	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	8
PHO92	YDR374C	YDR374C	protein_coding	0	0	2	18	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	9
PHR1	YOR386W	YOR386W	protein_coding	0	1	1	15	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	1	6
PHS1	YJL097W	YJL097W	protein_coding	0	1	0	12	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PIB1	YDR313C	YDR313C	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PIB2	YGL023C	YGL023C	protein_coding	0	2	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	6
PIC2	YER053C	YER053C	protein_coding	0	0	0	38	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	21
PIF1	YML061C	YML061C	protein_coding	0	3	2	8	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	3	3
PIG1	YLR273C	YLR273C	protein_coding	0	9	14	71	0	0	0	0	47	0	0	0	14	0	0	0	0	0	0	0	0	9	24
PIG2	YIL045W	YIL045W	protein_coding	0	6	2	74	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	6	40
PIH1	YHR034C	YHR034C	protein_coding	0	4	4	61	0	0	0	0	27	0	0	0	4	0	0	0	0	0	0	0	0	4	34
PIK1	YNL267W	YNL267W	protein_coding	0	3	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	4
PIL1	YGR086C	YGR086C	protein_coding	0	0	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	6
PIM1	YBL022C	YBL022C	protein_coding	0	10	2	73	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	10	46
PIN2	YOR104W	YOR104W	protein_coding	0	4	0	117	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	4	74
PIN3	YPR154W	YPR154W	protein_coding	0	0	2	8	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	4
PIN4	YBL051C	YBL051C	protein_coding	0	11	6	59	0	0	0	0	33	0	0	0	6	0	0	0	0	0	0	0	0	11	26
PIP2	YOR363C	YOR363C	protein_coding	0	1	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	6
